"site","transect","subQuadrat","ID","fl","fs","fps","surv","time","TSF","stage","density","density2","transitionJ","transitionSR","transitionLR"
"siteE",1,8,"CY1.8.50",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.51",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.52",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.53",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.54",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.55",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.56",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.57",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.58",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.59",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.60",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.61",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.62",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.63",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.64",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.65",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.66",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.67",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.68",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.69",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.70",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.71",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.72",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.73",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.74",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.75",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.76",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.77",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.78",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.79",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.80",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.81",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.82",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.83",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.84",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.85",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.86",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.87",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.88",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.89",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.90",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.91",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.92",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.93",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.94",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.95",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.96",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.97",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.98",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.99",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.100",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.101",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.102",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.103",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.104",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.105",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.106",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.107",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.108",0,NA,NA,0,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,8,"CY1.8.109",0,NA,NA,1,2012,"one","SD",109,11881,NA,NA,NA
"siteE",1,9,"CY1.9.1",0,NA,NA,1,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,9,"CY1.9.2",0,NA,NA,1,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,9,"CY1.9.3",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,9,"CY1.9.4",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,9,"CY1.9.5",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,9,"CY1.9.6",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,9,"CY1.9.7",0,NA,NA,1,2012,"one","J",12,144,0,NA,NA
"siteE",1,9,"CY1.9.8",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,9,"CY1.9.9",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,9,"CY1.9.10",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,9,"CY1.9.11",0,NA,NA,1,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,9,"CY1.9.12",0,NA,NA,0,2012,"one","SD",12,144,NA,NA,NA
"siteE",1,10,"CY1.10.1",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.2",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.3",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.4",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.5",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.6",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.7",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.8",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.9",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.10",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.11",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.12",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.13",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.14",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.15",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.16",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.17",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.18",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.19",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.20",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.21",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.22",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.23",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.24",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.25",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.26",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.27",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.28",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.29",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.30",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.31",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.32",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.33",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.34",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.35",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.36",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.37",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.38",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.39",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.40",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.41",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.42",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.43",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.44",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.45",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.46",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.47",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.48",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.49",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.50",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.51",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.52",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.53",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.54",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.55",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.56",0,NA,NA,1,2012,"one","SD",57,3249,NA,NA,NA
"siteE",1,10,"CY1.10.57",0,NA,NA,0,2012,"one","SD",57,3249,NA,NA,NA
"siteE",2,3,"CY2.3.1",0,NA,NA,1,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.2",0,NA,NA,0,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.3",0,NA,NA,1,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.4",0,NA,NA,1,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.5",0,NA,NA,1,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.6",0,NA,NA,1,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.7",0,NA,NA,0,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.8",0,NA,NA,0,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.9",0,NA,NA,0,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.10",0,NA,NA,1,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.11",0,NA,NA,1,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.12",0,NA,NA,1,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.13",0,NA,NA,1,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.14",0,NA,NA,0,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.15",0,NA,NA,0,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.16",0,NA,NA,0,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,3,"CY2.3.17",0,NA,NA,0,2012,"one","SD",17,289,NA,NA,NA
"siteE",2,4,"CY2.4.1",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.2",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.3",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.4",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.5",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.6",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.7",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.8",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.9",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.10",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.11",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.12",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.13",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.14",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.15",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.16",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.17",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.18",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.19",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.20",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.21",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.22",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.23",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.24",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.25",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.26",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.27",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.28",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.29",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.30",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.31",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.32",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.33",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.34",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.35",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.36",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.37",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.38",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.39",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.40",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.41",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.42",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.43",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.44",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.45",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.46",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.47",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.48",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.49",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.50",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.51",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.52",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.53",0,NA,NA,1,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,4,"CY2.4.54",0,NA,NA,0,2012,"one","SD",54,2916,NA,NA,NA
"siteE",2,5,"CY2.5.1",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.2",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.3",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.4",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.5",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.6",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.7",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.8",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.9",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.10",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.11",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.12",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.13",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.14",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.15",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.16",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.17",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.18",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.19",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.20",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.21",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.22",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.23",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.24",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.25",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.26",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.27",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.28",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.29",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.30",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.31",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.32",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.33",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.34",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.35",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.36",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.37",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.38",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.39",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.40",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.41",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.42",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.43",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.44",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.45",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.46",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.47",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.48",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.49",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.50",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.51",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.52",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.53",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.54",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.55",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.56",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.57",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.58",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.59",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.60",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.61",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.62",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.63",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.64",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.65",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.66",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.67",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.68",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.69",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.70",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.71",0,NA,NA,0,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.72",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
"siteE",2,5,"CY2.5.73",0,NA,NA,1,2012,"one","SD",82,6724,NA,NA,NA
