"ID","year","stage_surv","transRA","recruits","season","surv"
219,"1989","NRA",NA,NA,"summer",0
312,"1989","Y",NA,NA,"winter",NA
312,"1989",NA,NA,NA,"summer",NA
276,"1989","NRA",0,NA,"winter",1
276,"1989","NRA",NA,NA,"summer",1
317,"1989","Y",0,NA,"winter",1
317,"1989","NRA",NA,NA,"summer",1
280,"1989","NRA",NA,NA,"winter",NA
280,"1989",NA,NA,NA,"summer",NA
282,"1989","NRA",0,NA,"winter",1
282,"1989","NRA",NA,NA,"summer",1
283,"1989","NRA",0,NA,"winter",1
283,"1989","NRA",NA,NA,"summer",1
285,"1989","RA",NA,NA,"winter",0
285,"1989",NA,NA,NA,"summer",NA
270,"1989","RA",1,NA,"winter",1
270,"1989","RA",NA,NA,"summer",1
271,"1989","RA",1,NA,"winter",1
271,"1989","RA",NA,NA,"summer",1
321,"1989","Y",1,NA,"winter",1
321,"1989","RA",NA,2,"summer",1
132,"1989","RA",NA,NA,"winter",0
132,"1989",NA,NA,NA,"summer",NA
356,"1989","J",NA,NA,"winter",1
356,"1989","Y",NA,NA,"summer",0
357,"1989","J",NA,NA,"winter",1
357,"1989","Y",NA,NA,"summer",1
358,"1989","J",NA,NA,"winter",0
358,"1989",NA,NA,NA,"summer",NA
359,"1989","NRA",0,NA,"winter",1
359,"1989","NRA",NA,NA,"summer",1
360,"1989","J",NA,NA,"winter",1
360,"1989","Y",NA,NA,"summer",0
361,"1989","J",NA,NA,"winter",1
361,"1989","Y",NA,NA,"summer",1
327,"1989","Y",NA,NA,"winter",NA
327,"1989",NA,NA,NA,"summer",NA
328,"1989","Y",0,NA,"winter",1
328,"1989","NRA",NA,NA,"summer",1
288,"1989","NRA",NA,NA,"winter",NA
288,"1989",NA,NA,NA,"summer",NA
290,"1989","RA",1,NA,"winter",1
290,"1989","RA",NA,3,"summer",1
291,"1989","NRA",0,NA,"winter",1
291,"1989","NRA",NA,NA,"summer",1
295,"1989","NRA",NA,NA,"winter",NA
295,"1989",NA,NA,NA,"summer",NA
297,"1989","RA",1,NA,"winter",1
297,"1989","RA",NA,4,"summer",1
362,"1989","J",NA,NA,"winter",1
362,"1989","Y",NA,NA,"summer",0
300,"1989","NRA",0,NA,"winter",1
300,"1989","NRA",NA,NA,"summer",1
301,"1989",NA,NA,NA,"winter",1
301,"1989",NA,NA,NA,"summer",1
303,"1989","NRA",0,NA,"winter",1
303,"1989","NRA",NA,NA,"summer",1
304,"1989","RA",1,NA,"winter",1
304,"1989","RA",NA,NA,"summer",1
195,"1989","RA",NA,NA,"winter",0
195,"1989",NA,NA,NA,"summer",NA
273,"1989","RA",1,NA,"winter",1
273,"1989","RA",NA,2,"summer",1
338,"1989","Y",NA,NA,"winter",NA
338,"1989",NA,NA,NA,"summer",NA
363,"1989","J",NA,NA,"winter",0
363,"1989",NA,NA,NA,"summer",NA
364,"1989","J",NA,NA,"winter",1
364,"1989","Y",NA,NA,"summer",1
365,"1989","J",NA,NA,"winter",0
365,"1989",NA,NA,NA,"summer",NA
366,"1989","J",NA,NA,"winter",0
366,"1989",NA,NA,NA,"summer",NA
367,"1989","J",NA,NA,"winter",1
367,"1989","Y",NA,NA,"summer",1
368,"1989","J",NA,NA,"winter",0
368,"1989",NA,NA,NA,"summer",NA
369,"1989","J",NA,NA,"winter",1
369,"1989","Y",NA,NA,"summer",0
370,"1989","J",NA,NA,"winter",0
370,"1989",NA,NA,NA,"summer",NA
371,"1989","J",NA,NA,"winter",0
371,"1989",NA,NA,NA,"summer",NA
372,"1989","J",NA,NA,"winter",1
372,"1989","Y",NA,NA,"summer",1
373,"1989","J",NA,NA,"winter",0
373,"1989",NA,NA,NA,"summer",NA
374,"1989","J",NA,NA,"winter",0
374,"1989",NA,NA,NA,"summer",NA
375,"1989","J",NA,NA,"winter",1
375,"1989","Y",NA,NA,"summer",0
200,"1989","RA",1,NA,"winter",1
200,"1989","RA",NA,2,"summer",1
201,"1989","NRA",0,NA,"winter",1
201,"1989","NRA",NA,NA,"summer",1
376,"1989","J",NA,NA,"winter",1
376,"1989","Y",NA,NA,"summer",0
377,"1989","J",NA,NA,"winter",1
377,"1989","Y",NA,NA,"summer",0
378,"1989","J",NA,NA,"winter",1
378,"1989","Y",NA,NA,"summer",1
379,"1989","J",NA,NA,"winter",1
379,"1989","Y",NA,NA,"summer",1
380,"1989","RA",NA,NA,"winter",0
380,"1989",NA,NA,NA,"summer",NA
232,"1990","RA",1,NA,"winter",1
232,"1990","RA",NA,6,"summer",1
275,"1990","RA",1,NA,"winter",1
275,"1990","RA",NA,6,"summer",1
208,"1990","RA",NA,NA,"winter",0
208,"1990",NA,NA,NA,"summer",NA
181,"1990","NRA",NA,NA,"winter",NA
181,"1990",NA,NA,NA,"summer",NA
255,"1990","RA",1,NA,"winter",1
255,"1990","RA",NA,3,"summer",1
257,"1990","NRA",0,NA,"winter",1
257,"1990","NRA",NA,NA,"summer",0
340,"1990","Y",1,NA,"winter",1
340,"1990","RA",NA,NA,"summer",1
341,"1990","Y",NA,NA,"winter",NA
341,"1990",NA,NA,NA,"summer",NA
215,"1990","NRA",NA,NA,"winter",0
215,"1990",NA,NA,NA,"summer",NA
306,"1990","NRA",0,NA,"winter",1
306,"1990","NRA",NA,NA,"summer",1
345,"1990","Y",0,NA,"winter",1
345,"1990","NRA",NA,NA,"summer",1
347,"1990","Y",NA,NA,"winter",NA
347,"1990",NA,NA,NA,"summer",NA
348,"1990","Y",NA,NA,"winter",NA
348,"1990",NA,NA,NA,"summer",NA
349,"1990","Y",0,NA,"winter",1
349,"1990","NRA",NA,NA,"summer",1
351,"1990","Y",0,NA,"winter",1
351,"1990","NRA",NA,NA,"summer",1
352,"1990","Y",0,NA,"winter",1
352,"1990","NRA",NA,NA,"summer",1
353,"1990","Y",0,NA,"winter",1
353,"1990","NRA",NA,NA,"summer",1
354,"1990","Y",0,NA,"winter",1
354,"1990","NRA",NA,NA,"summer",1
355,"1990","Y",NA,NA,"winter",0
355,"1990",NA,NA,NA,"summer",NA
219,"1990","NRA",NA,NA,"winter",NA
219,"1990",NA,NA,NA,"summer",NA
276,"1990","NRA",NA,NA,"winter",1
276,"1990",NA,NA,NA,"summer",1
317,"1990","NRA",1,NA,"winter",1
317,"1990","RA",NA,4,"summer",1
282,"1990","NRA",0,NA,"winter",1
282,"1990","NRA",NA,NA,"summer",1
283,"1990","NRA",0,NA,"winter",1
283,"1990","NRA",NA,NA,"summer",1
285,"1990",NA,NA,NA,"winter",NA
285,"1990",NA,NA,NA,"summer",NA
270,"1990","RA",1,NA,"winter",1
270,"1990","RA",NA,4,"summer",1
271,"1990","RA",1,NA,"winter",1
271,"1990","RA",NA,4,"summer",1
321,"1990","RA",NA,NA,"winter",0
321,"1990",NA,NA,NA,"summer",NA
381,"1990","J",NA,NA,"winter",0
381,"1990",NA,NA,NA,"summer",NA
382,"1990","J",NA,NA,"winter",0
382,"1990",NA,NA,NA,"summer",NA
383,"1990","J",NA,NA,"winter",1
383,"1990","Y",NA,NA,"summer",0
384,"1990","J",NA,NA,"winter",0
384,"1990",NA,NA,NA,"summer",NA
385,"1990","J",NA,NA,"winter",1
385,"1990","Y",NA,NA,"summer",1
386,"1990","J",NA,NA,"winter",0
386,"1990",NA,NA,NA,"summer",NA
387,"1990","J",NA,NA,"winter",0
387,"1990",NA,NA,NA,"summer",NA
388,"1990","J",NA,NA,"winter",0
388,"1990",NA,NA,NA,"summer",NA
389,"1990","J",NA,NA,"winter",1
389,"1990","Y",NA,NA,"summer",0
356,"1990","Y",NA,NA,"winter",NA
356,"1990",NA,NA,NA,"summer",NA
357,"1990","Y",0,NA,"winter",1
357,"1990","NRA",NA,NA,"summer",0
390,"1990","J",NA,NA,"winter",0
390,"1990",NA,NA,NA,"summer",NA
391,"1990","J",NA,NA,"winter",0
391,"1990",NA,NA,NA,"summer",NA
359,"1990","NRA",NA,NA,"winter",0
359,"1990",NA,NA,NA,"summer",NA
360,"1990","Y",NA,NA,"winter",NA
360,"1990",NA,NA,NA,"summer",NA
392,"1990","NRA",NA,NA,"winter",0
392,"1990",NA,NA,NA,"summer",NA
393,"1990","J",NA,NA,"winter",1
393,"1990","Y",NA,NA,"summer",1
361,"1990","Y",0,NA,"winter",1
361,"1990","NRA",NA,NA,"summer",1
328,"1990","NRA",1,NA,"winter",1
328,"1990","RA",NA,3,"summer",1
290,"1990","RA",1,NA,"winter",1
290,"1990","RA",NA,4,"summer",1
291,"1990","NRA",0,NA,"winter",1
291,"1990","NRA",NA,NA,"summer",1
297,"1990","RA",NA,NA,"winter",0
297,"1990",NA,NA,NA,"summer",NA
362,"1990","Y",NA,NA,"winter",NA
362,"1990",NA,NA,NA,"summer",NA
300,"1990","NRA",NA,NA,"winter",0
300,"1990",NA,NA,NA,"summer",NA
301,"1990",NA,NA,NA,"winter",1
301,"1990","RA",NA,1,"summer",1
303,"1990","NRA",0,NA,"winter",1
303,"1990","NRA",NA,NA,"summer",1
273,"1990","RA",NA,NA,"winter",0
273,"1990",NA,NA,NA,"summer",NA
363,"1990","Y",NA,NA,"winter",NA
363,"1990",NA,NA,NA,"summer",NA
394,"1990","Y",NA,NA,"winter",0
394,"1990",NA,NA,NA,"summer",NA
364,"1990","Y",0,NA,"winter",1
364,"1990","NRA",NA,NA,"summer",1
366,"1990","Y",NA,NA,"winter",NA
366,"1990",NA,NA,NA,"summer",NA
367,"1990","Y",0,NA,"winter",1
367,"1990","NRA",NA,NA,"summer",1
369,"1990","Y",NA,NA,"winter",NA
369,"1990",NA,NA,NA,"summer",NA
372,"1990","Y",NA,NA,"winter",1
372,"1990",NA,NA,NA,"summer",1
375,"1990","Y",NA,NA,"winter",NA
375,"1990",NA,NA,NA,"summer",NA
200,"1990","RA",0,NA,"winter",1
200,"1990","NRA",NA,NA,"summer",1
201,"1990","NRA",0,NA,"winter",1
201,"1990","NRA",NA,NA,"summer",1
376,"1990","Y",NA,NA,"winter",NA
376,"1990",NA,NA,NA,"summer",NA
377,"1990","Y",NA,NA,"winter",NA
377,"1990",NA,NA,NA,"summer",NA
378,"1990","Y",1,NA,"winter",1
378,"1990","RA",NA,NA,"summer",1
379,"1990","Y",1,NA,"winter",1
379,"1990","RA",NA,NA,"summer",1
232,"1991","RA",0,NA,"winter",1
232,"1991","NRA",NA,NA,"summer",0
275,"1991","RA",0,NA,"winter",1
275,"1991","NRA",NA,NA,"summer",1
208,"1991","RA",NA,NA,"winter",NA
208,"1991",NA,NA,NA,"summer",NA
255,"1991","RA",NA,NA,"winter",0
255,"1991",NA,NA,NA,"summer",NA
395,"1991","J",NA,NA,"winter",0
395,"1991",NA,NA,NA,"summer",NA
396,"1991","J",NA,NA,"winter",0
396,"1991",NA,NA,NA,"summer",NA
397,"1991","J",NA,NA,"winter",0
397,"1991",NA,NA,NA,"summer",NA
398,"1991","J",NA,NA,"winter",0
398,"1991",NA,NA,NA,"summer",NA
399,"1991","J",NA,NA,"winter",1
399,"1991","Y",NA,NA,"summer",0
400,"1991","J",NA,NA,"winter",0
400,"1991",NA,NA,NA,"summer",NA
401,"1991","J",NA,NA,"winter",1
401,"1991","Y",NA,NA,"summer",1
402,"1991","J",NA,NA,"winter",0
402,"1991",NA,NA,NA,"summer",NA
403,"1991","J",NA,NA,"winter",0
403,"1991",NA,NA,NA,"summer",NA
404,"1991","J",NA,NA,"winter",0
404,"1991",NA,NA,NA,"summer",NA
405,"1991","J",NA,NA,"winter",0
405,"1991",NA,NA,NA,"summer",NA
406,"1991","J",NA,NA,"winter",0
406,"1991",NA,NA,NA,"summer",NA
407,"1991","Y",0,NA,"winter",1
407,"1991","NRA",NA,NA,"summer",0
257,"1991","NRA",NA,NA,"winter",NA
257,"1991",NA,NA,NA,"summer",NA
408,"1991","NRA",NA,NA,"winter",0
408,"1991",NA,NA,NA,"summer",NA
409,"1991","NRA",1,NA,"winter",1
409,"1991","RA",NA,5,"summer",1
410,"1991","J",NA,NA,"winter",1
410,"1991","Y",NA,NA,"summer",0
411,"1991","J",NA,NA,"winter",0
411,"1991",NA,NA,NA,"summer",NA
412,"1991","J",NA,NA,"winter",1
412,"1991","Y",NA,NA,"summer",1
413,"1991","NRA",1,NA,"winter",1
413,"1991","RA",NA,5,"summer",1
414,"1991","J",NA,NA,"winter",0
414,"1991",NA,NA,NA,"summer",NA
415,"1991","J",NA,NA,"winter",0
415,"1991",NA,NA,NA,"summer",NA
416,"1991","J",NA,NA,"winter",0
416,"1991",NA,NA,NA,"summer",NA
417,"1991","J",NA,NA,"winter",0
417,"1991",NA,NA,NA,"summer",NA
418,"1991","J",NA,NA,"winter",1
418,"1991","Y",NA,NA,"summer",0
340,"1991","RA",NA,NA,"winter",1
340,"1991",NA,NA,NA,"summer",1
306,"1991","NRA",1,NA,"winter",1
306,"1991","RA",NA,4,"summer",1
345,"1991","NRA",1,NA,"winter",1
345,"1991","RA",NA,6,"summer",1
347,"1991",NA,NA,NA,"winter",NA
347,"1991",NA,NA,NA,"summer",NA
349,"1991","NRA",1,NA,"winter",1
349,"1991","RA",NA,4,"summer",1
351,"1991","NRA",0,NA,"winter",1
351,"1991","NRA",NA,NA,"summer",1
352,"1991","NRA",0,NA,"winter",1
352,"1991","NRA",NA,NA,"summer",1
353,"1991","NRA",0,NA,"winter",1
353,"1991","NRA",NA,NA,"summer",1
354,"1991","NRA",NA,NA,"winter",0
354,"1991",NA,NA,NA,"summer",NA
276,"1991",NA,NA,NA,"winter",1
276,"1991","NRA",NA,NA,"summer",1
317,"1991","RA",0,NA,"winter",1
317,"1991","NRA",NA,NA,"summer",1
282,"1991","NRA",0,NA,"winter",1
282,"1991","NRA",NA,NA,"summer",1
283,"1991","NRA",1,NA,"winter",1
283,"1991","RA",NA,7,"summer",1
270,"1991","RA",0,NA,"winter",1
270,"1991","NRA",NA,NA,"summer",1
271,"1991","RA",NA,NA,"winter",0
271,"1991",NA,NA,NA,"summer",NA
383,"1991","Y",NA,NA,"winter",NA
383,"1991",NA,NA,NA,"summer",NA
385,"1991","Y",0,NA,"winter",1
385,"1991","NRA",NA,NA,"summer",1
386,"1991","Y",NA,NA,"winter",NA
386,"1991",NA,NA,NA,"summer",NA
387,"1991","Y",NA,NA,"winter",NA
387,"1991",NA,NA,NA,"summer",NA
389,"1991","Y",NA,NA,"winter",NA
389,"1991",NA,NA,NA,"summer",NA
357,"1991","NRA",NA,NA,"winter",NA
357,"1991",NA,NA,NA,"summer",NA
391,"1991","Y",NA,NA,"winter",NA
391,"1991",NA,NA,NA,"summer",NA
393,"1991","Y",NA,NA,"winter",0
393,"1991",NA,NA,NA,"summer",NA
328,"1991","RA",NA,NA,"winter",0
328,"1991",NA,NA,NA,"summer",NA
290,"1991","RA",NA,NA,"winter",0
290,"1991",NA,NA,NA,"summer",NA
291,"1991","NRA",NA,NA,"winter",0
291,"1991",NA,NA,NA,"summer",NA
297,"1991","RA",NA,NA,"winter",NA
297,"1991",NA,NA,NA,"summer",NA
300,"1991","NRA",NA,NA,"winter",NA
300,"1991",NA,NA,NA,"summer",NA
303,"1991","NRA",0,NA,"winter",1
303,"1991","NRA",NA,NA,"summer",1
364,"1991","NRA",0,NA,"winter",1
364,"1991","NRA",NA,NA,"summer",1
367,"1991","NRA",1,NA,"winter",1
367,"1991","RA",NA,3,"summer",1
372,"1991",NA,NA,NA,"winter",1
372,"1991","RA",NA,6,"summer",1
200,"1991","NRA",0,NA,"winter",1
200,"1991","NRA",NA,NA,"summer",1
201,"1991","NRA",NA,NA,"winter",1
201,"1991",NA,NA,NA,"summer",1
378,"1991","RA",1,NA,"winter",1
378,"1991","RA",NA,5,"summer",1
379,"1991","RA",0,NA,"winter",1
379,"1991","NRA",NA,NA,"summer",1
232,"1992","NRA",NA,NA,"winter",NA
232,"1992",NA,NA,NA,"summer",NA
275,"1992","NRA",NA,NA,"winter",0
275,"1992",NA,NA,NA,"summer",NA
419,"1992","J",NA,NA,"winter",1
419,"1992","Y",NA,NA,"summer",1
420,"1992","NRA",0,NA,"winter",1
420,"1992","NRA",NA,NA,"summer",0
421,"1992","J",NA,NA,"winter",1
421,"1992","Y",NA,NA,"summer",1
422,"1992","J",NA,NA,"winter",0
422,"1992",NA,NA,NA,"summer",NA
423,"1992","J",NA,NA,"winter",0
423,"1992",NA,NA,NA,"summer",NA
424,"1992","J",NA,NA,"winter",1
424,"1992","Y",NA,NA,"summer",1
425,"1992","J",NA,NA,"winter",1
425,"1992","Y",NA,NA,"summer",1
426,"1992","J",NA,NA,"winter",1
426,"1992","Y",NA,NA,"summer",1
427,"1992","J",NA,NA,"winter",0
427,"1992",NA,NA,NA,"summer",NA
428,"1992","J",NA,NA,"winter",1
428,"1992","Y",NA,NA,"summer",1
429,"1992","J",NA,NA,"winter",1
429,"1992","Y",NA,NA,"summer",1
430,"1992","J",NA,NA,"winter",0
430,"1992",NA,NA,NA,"summer",NA
431,"1992","J",NA,NA,"winter",1
431,"1992","Y",NA,NA,"summer",1
432,"1992","J",NA,NA,"winter",0
432,"1992",NA,NA,NA,"summer",NA
433,"1992","J",NA,NA,"winter",1
433,"1992","Y",NA,NA,"summer",1
434,"1992","J",NA,NA,"winter",0
434,"1992",NA,NA,NA,"summer",NA
435,"1992","J",NA,NA,"winter",0
435,"1992",NA,NA,NA,"summer",NA
436,"1992","J",NA,NA,"winter",1
436,"1992","Y",NA,NA,"summer",1
437,"1992","J",NA,NA,"winter",1
437,"1992","Y",NA,NA,"summer",1
438,"1992","J",NA,NA,"winter",1
438,"1992","Y",NA,NA,"summer",1
439,"1992","J",NA,NA,"winter",0
439,"1992",NA,NA,NA,"summer",NA
399,"1992","Y",NA,NA,"winter",NA
399,"1992",NA,NA,NA,"summer",NA
401,"1992","Y",0,NA,"winter",1
401,"1992","NRA",NA,NA,"summer",1
407,"1992","NRA",NA,NA,"winter",NA
407,"1992",NA,NA,NA,"summer",NA
440,"1992","J",NA,NA,"winter",0
440,"1992",NA,NA,NA,"summer",NA
441,"1992","J",NA,NA,"winter",0
441,"1992",NA,NA,NA,"summer",NA
409,"1992","RA",NA,NA,"winter",0
409,"1992",NA,NA,NA,"summer",NA
410,"1992","Y",NA,NA,"winter",NA
410,"1992",NA,NA,NA,"summer",NA
442,"1992","J",NA,NA,"winter",0
442,"1992",NA,NA,NA,"summer",NA
412,"1992","Y",0,NA,"winter",1
412,"1992","NRA",NA,NA,"summer",1
413,"1992","RA",1,NA,"winter",1
413,"1992","RA",NA,NA,"summer",0
443,"1992","J",NA,NA,"winter",0
443,"1992",NA,NA,NA,"summer",NA
418,"1992","Y",NA,NA,"winter",NA
418,"1992",NA,NA,NA,"summer",NA
340,"1992",NA,NA,NA,"winter",NA
340,"1992","RA",NA,3,"summer",NA
306,"1992","RA",1,NA,"winter",1
306,"1992","RA",NA,4,"summer",1
345,"1992","RA",1,NA,"winter",1
345,"1992","RA",NA,4,"summer",1
349,"1992","RA",NA,NA,"winter",0
349,"1992",NA,NA,NA,"summer",NA
351,"1992","NRA",0,NA,"winter",1
351,"1992","NRA",NA,NA,"summer",1
352,"1992","NRA",1,NA,"winter",1
352,"1992","RA",NA,2,"summer",1
353,"1992","NRA",0,NA,"winter",1
353,"1992","NRA",NA,NA,"summer",1
276,"1992","NRA",NA,NA,"winter",0
276,"1992",NA,NA,NA,"summer",NA
317,"1992","NRA",NA,NA,"winter",0
317,"1992",NA,NA,NA,"summer",NA
282,"1992","NRA",NA,NA,"winter",NA
282,"1992",NA,NA,NA,"summer",NA
283,"1992","RA",0,NA,"winter",1
283,"1992","NRA",NA,NA,"summer",1
270,"1992","NRA",0,NA,"winter",1
270,"1992","NRA",NA,NA,"summer",1
385,"1992","NRA",0,NA,"winter",1
385,"1992","NRA",NA,NA,"summer",1
393,"1992","NRA",NA,NA,"winter",NA
393,"1992",NA,NA,NA,"summer",NA
361,"1992","NRA",NA,NA,"winter",NA
361,"1992",NA,NA,NA,"summer",NA
303,"1992","NRA",1,NA,"winter",1
303,"1992","RA",NA,4,"summer",1
364,"1992","NRA",1,NA,"winter",1
364,"1992","RA",NA,1,"summer",1
367,"1992","RA",0,NA,"winter",1
367,"1992","NRA",NA,NA,"summer",1
372,"1992","RA",0,NA,"winter",1
372,"1992","NRA",NA,NA,"summer",1
200,"1992","NRA",1,NA,"winter",1
200,"1992","RA",NA,3,"summer",1
201,"1992",NA,NA,NA,"winter",1
201,"1992","NRA",NA,NA,"summer",1
378,"1992","RA",1,NA,"winter",1
378,"1992","RA",NA,3,"summer",1
379,"1992","NRA",1,NA,"winter",1
379,"1992","RA",NA,4,"summer",1
419,"1993","Y",NA,NA,"winter",1
419,"1993",NA,NA,NA,"summer",1
420,"1993","NRA",NA,NA,"winter",NA
420,"1993",NA,NA,NA,"summer",NA
421,"1993","Y",NA,NA,"winter",0
421,"1993",NA,NA,NA,"summer",NA
423,"1993","Y",NA,NA,"winter",NA
423,"1993",NA,NA,NA,"summer",NA
444,"1993","J",NA,NA,"winter",0
444,"1993",NA,NA,NA,"summer",NA
424,"1993","Y",NA,NA,"winter",1
424,"1993",NA,NA,NA,"summer",1
426,"1993","Y",NA,NA,"winter",1
426,"1993",NA,NA,NA,"summer",1
428,"1993","Y",NA,NA,"winter",NA
428,"1993",NA,NA,NA,"summer",NA
429,"1993","Y",NA,NA,"winter",1
429,"1993",NA,NA,NA,"summer",1
431,"1993","Y",NA,NA,"winter",1
431,"1993",NA,NA,NA,"summer",1
433,"1993","Y",0,NA,"winter",1
433,"1993","NRA",NA,NA,"summer",1
434,"1993","Y",NA,NA,"winter",NA
434,"1993",NA,NA,NA,"summer",NA
445,"1993","J",NA,NA,"winter",1
445,"1993","Y",NA,NA,"summer",0
446,"1993","Y",NA,NA,"winter",0
446,"1993",NA,NA,NA,"summer",NA
447,"1993","J",NA,NA,"winter",1
447,"1993","Y",NA,NA,"summer",1
436,"1993","Y",NA,NA,"winter",0
436,"1993",NA,NA,NA,"summer",NA
437,"1993","Y",0,NA,"winter",1
437,"1993","NRA",NA,NA,"summer",1
448,"1993","J",NA,NA,"winter",1
448,"1993","Y",NA,NA,"summer",1
449,"1993","J",NA,NA,"winter",1
449,"1993","Y",NA,NA,"summer",0
438,"1993","Y",1,NA,"winter",1
438,"1993","RA",NA,4,"summer",1
450,"1993","J",NA,NA,"winter",1
450,"1993","Y",NA,NA,"summer",1
451,"1993","NRA",NA,NA,"winter",0
451,"1993",NA,NA,NA,"summer",NA
452,"1993","J",NA,NA,"winter",0
452,"1993",NA,NA,NA,"summer",NA
453,"1993","J",NA,NA,"winter",1
453,"1993","Y",NA,NA,"summer",1
401,"1993","NRA",NA,NA,"winter",0
401,"1993",NA,NA,NA,"summer",NA
409,"1993","NRA",NA,NA,"winter",NA
409,"1993",NA,NA,NA,"summer",NA
412,"1993","NRA",NA,NA,"winter",0
412,"1993",NA,NA,NA,"summer",NA
413,"1993","RA",NA,NA,"winter",NA
413,"1993",NA,NA,NA,"summer",NA
340,"1993","RA",NA,NA,"winter",NA
340,"1993",NA,NA,NA,"summer",NA
306,"1993","RA",0,NA,"winter",1
306,"1993","NRA",NA,NA,"summer",0
345,"1993","RA",NA,NA,"winter",1
345,"1993",NA,NA,NA,"summer",1
351,"1993","NRA",1,NA,"winter",1
351,"1993","RA",NA,NA,"summer",1
352,"1993","RA",1,NA,"winter",1
352,"1993","RA",NA,NA,"summer",1
353,"1993","NRA",0,NA,"winter",1
353,"1993","NRA",NA,NA,"summer",1
454,"1993","J",NA,NA,"winter",0
454,"1993",NA,NA,NA,"summer",NA
455,"1993","J",NA,NA,"winter",0
455,"1993",NA,NA,NA,"summer",NA
282,"1993",NA,NA,NA,"winter",NA
282,"1993",NA,NA,NA,"summer",NA
283,"1993","NRA",NA,NA,"winter",1
283,"1993",NA,NA,NA,"summer",1
270,"1993","NRA",1,NA,"winter",1
270,"1993","RA",NA,5,"summer",1
385,"1993","NRA",0,NA,"winter",1
385,"1993","NRA",NA,NA,"summer",0
303,"1993","RA",0,NA,"winter",1
303,"1993","NRA",NA,NA,"summer",1
364,"1993","RA",NA,NA,"winter",1
364,"1993",NA,NA,NA,"summer",1
367,"1993","NRA",NA,NA,"winter",1
367,"1993",NA,NA,NA,"summer",1
372,"1993","NRA",1,NA,"winter",NA
372,"1993","RA",NA,3,"summer",NA
200,"1993","RA",0,NA,"winter",1
200,"1993","NRA",NA,NA,"summer",1
201,"1993","NRA",0,NA,"winter",1
201,"1993","NRA",NA,NA,"summer",1
378,"1993","RA",NA,NA,"winter",1
378,"1993",NA,NA,NA,"summer",1
379,"1993","RA",NA,NA,"winter",1
379,"1993",NA,NA,NA,"summer",1
419,"1994",NA,NA,NA,"winter",1
419,"1994","NRA",NA,NA,"summer",1
424,"1994",NA,NA,NA,"winter",1
424,"1994","RA",NA,4,"summer",1
428,"1994",NA,NA,NA,"winter",NA
428,"1994",NA,NA,NA,"summer",NA
429,"1994",NA,NA,NA,"winter",1
429,"1994","RA",NA,4,"summer",1
431,"1994",NA,NA,NA,"winter",NA
431,"1994",NA,NA,NA,"summer",NA
433,"1994","NRA",NA,NA,"winter",0
433,"1994",NA,NA,NA,"summer",NA
445,"1994","Y",NA,NA,"winter",NA
445,"1994",NA,NA,NA,"summer",NA
447,"1994","Y",NA,NA,"winter",1
447,"1994",NA,NA,NA,"summer",1
437,"1994","NRA",0,NA,"winter",1
437,"1994","NRA",NA,NA,"summer",1
448,"1994","Y",NA,NA,"winter",NA
448,"1994",NA,NA,NA,"summer",NA
449,"1994","Y",NA,NA,"winter",NA
449,"1994",NA,NA,NA,"summer",NA
438,"1994","RA",NA,NA,"winter",0
438,"1994",NA,NA,NA,"summer",NA
450,"1994","Y",0,NA,"winter",1
450,"1994","NRA",NA,NA,"summer",0
453,"1994","Y",0,NA,"winter",1
453,"1994","NRA",NA,NA,"summer",1
456,"1994","J",NA,NA,"winter",0
456,"1994",NA,NA,NA,"summer",NA
457,"1994","J",NA,NA,"winter",0
457,"1994",NA,NA,NA,"summer",NA
458,"1994","J",NA,NA,"winter",0
458,"1994",NA,NA,NA,"summer",NA
459,"1994","NRA",NA,NA,"winter",0
459,"1994",NA,NA,NA,"summer",NA
460,"1994","J",NA,NA,"winter",0
460,"1994",NA,NA,NA,"summer",NA
461,"1994","J",NA,NA,"winter",0
461,"1994",NA,NA,NA,"summer",NA
462,"1994","J",NA,NA,"winter",NA
462,"1994","Y",NA,NA,"summer",NA
401,"1994","RA",NA,NA,"winter",NA
401,"1994",NA,NA,NA,"summer",NA
463,"1994","J",NA,NA,"winter",1
463,"1994","Y",NA,NA,"summer",1
464,"1994","J",NA,NA,"winter",1
464,"1994","Y",NA,NA,"summer",1
465,"1994","J",NA,NA,"winter",1
465,"1994","Y",NA,NA,"summer",1
466,"1994","J",NA,NA,"winter",1
466,"1994","Y",NA,NA,"summer",1
306,"1994","NRA",NA,NA,"winter",NA
306,"1994",NA,NA,NA,"summer",NA
345,"1994",NA,NA,NA,"winter",1
345,"1994","RA",NA,5,"summer",1
351,"1994","RA",0,NA,"winter",1
351,"1994","NRA",NA,NA,"summer",1
352,"1994","RA",0,NA,"winter",1
352,"1994","NRA",NA,NA,"summer",1
353,"1994","NRA",0,NA,"winter",1
353,"1994","NRA",NA,NA,"summer",0
311,"1994",NA,NA,NA,"winter",NA
311,"1994",NA,NA,NA,"summer",NA
467,"1994","J",NA,NA,"winter",1
467,"1994","Y",NA,NA,"summer",1
468,"1994","J",NA,NA,"winter",0
468,"1994",NA,NA,NA,"summer",NA
469,"1994","J",NA,NA,"winter",1
469,"1994","Y",NA,NA,"summer",1
283,"1994",NA,NA,NA,"winter",1
283,"1994","RA",NA,5,"summer",1
270,"1994","RA",0,NA,"winter",1
270,"1994","NRA",NA,NA,"summer",0
