"site","transect","subQuadrat","ID","fl","fs","fps","surv","time","LS","stage","density","density2","transitionJ","transitionSR","transitionLR"
"Vertedero",2,4,"VY2.4.1",1,16,4,0,2012,"LG","LR",1,1,NA,NA,NA
"Vertedero",2,6,"VY2.6.1",0,NA,NA,1,2012,"LG","SD",6,36,NA,NA,NA
"Vertedero",2,6,"VY2.6.2",0,NA,NA,1,2012,"LG","SD",6,36,NA,NA,NA
"Vertedero",2,6,"VY2.6.3",0,NA,NA,1,2012,"LG","SD",6,36,NA,NA,NA
"Vertedero",2,6,"VY2.6.4",0,NA,NA,1,2012,"LG","SD",6,36,NA,NA,NA
"Vertedero",2,6,"VY2.6.5",0,NA,NA,1,2012,"LG","J",6,36,1,NA,NA
"Vertedero",2,6,"VY2.6.6",0,NA,NA,0,2012,"LG","SD",6,36,NA,NA,NA
"Vertedero",3,10,"VY3.1OUT",1,13,5,0,2012,"LG","LR",1,1,NA,NA,NA
"Vertedero",3,1,"VY3.1.2",0,NA,NA,1,2012,"LG","SD",1,1,NA,NA,NA
"Vertedero",3,6,"VY3.6.4",1,16,3,1,2012,"LG","LR",1,1,NA,NA,0
"Vertedero",3,7,"VY3.7.1",1,5,2,0,2012,"LG","LR",2,4,NA,NA,NA
"Vertedero",3,7,"VY3.7.2",0,NA,NA,0,2012,"LG","SD",2,4,NA,NA,NA
"Vertedero",4,4,"VY4.4.1",1,14,3,0,2012,"LG","LR",1,1,NA,NA,NA
"Vertedero",4,5,"VY4.5.1",1,16,3,1,2012,"LG","LR",6,36,NA,NA,0
"Vertedero",4,5,"VY4.5.2",1,6,3,0,2012,"LG","LR",6,36,NA,NA,NA
"Vertedero",4,5,"VY4.5.3",0,NA,NA,0,2012,"LG","SR",6,36,NA,NA,NA
"Vertedero",4,5,"VY4.5.4",0,NA,NA,0,2012,"LG","SD",6,36,NA,NA,NA
"Vertedero",4,5,"VY4.5.5",0,NA,NA,1,2012,"LG","SD",6,36,NA,NA,NA
"Vertedero",4,5,"VY4.5.6",0,NA,NA,1,2012,"LG","SD",6,36,NA,NA,NA
"Vertedero",4,7,"VY4.7.1",0,NA,NA,1,2012,"LG","SD",1,1,NA,NA,NA
"Tarifa",1,2,"TY1.2.1",0,NA,NA,0,2012,"LG","SR",1,1,NA,NA,NA
"Tarifa",1,3,"TY1.3.1",0,NA,NA,1,2012,"LG","LR",1,1,NA,NA,0
"Tarifa",1,6,"TY1.6.1",0,NA,NA,1,2012,"LG","SR",1,1,NA,1,NA
"Tarifa",2,3,"TY2.3.1",0,NA,NA,0,2012,"LG","SR",2,4,NA,NA,NA
"Tarifa",2,3,"TY2.3.2",NA,NA,NA,0,2012,"LG","LR",2,4,NA,NA,NA
"Tarifa",4,2,"TY4.2.2",1,1,2,0,2012,"LG","SR",1,1,NA,NA,NA
"SierraPlata",1,1,"SPY1.1.3",1,2,1,0,2012,"HG","SR",4,16,NA,NA,NA
"SierraPlata",1,1,"SPY1.1.4",0,NA,NA,0,2012,"HG","SR",4,16,NA,NA,NA
"SierraPlata",1,1,"SPY1.1.5",0,NA,NA,0,2012,"HG","SR",4,16,NA,NA,NA
"SierraPlata",1,1,"SPY1.1.10",0,NA,NA,0,2012,"HG","SR",4,16,NA,NA,NA
"SierraPlata",1,2,"SPY1.2.1",0,NA,NA,0,2012,"HG","SR",7,49,NA,NA,NA
"SierraPlata",1,2,"SPY1.2.3",1,1,5,0,2012,"HG","SR",7,49,NA,NA,NA
"SierraPlata",1,2,"SPY1.2.5",1,1,1,0,2012,"HG","SR",7,49,NA,NA,NA
"SierraPlata",1,2,"SPY1.2.8",0,NA,NA,0,2012,"HG","SR",7,49,NA,NA,NA
"SierraPlata",1,2,"SPY1.2.11",1,1,1,0,2012,"HG","SR",7,49,NA,NA,NA
"SierraPlata",1,2,"SPY1.2.12",0,NA,NA,0,2012,"HG","J",7,49,NA,NA,NA
"SierraPlata",1,2,"SPY1.2.16",1,1,3,1,2012,"HG","SR",7,49,NA,1,NA
"SierraPlata",1,3,"SPY1.3.3",0,NA,NA,0,2012,"HG","SR",5,25,NA,NA,NA
"SierraPlata",1,3,"SPY1.3.4",0,NA,NA,0,2012,"HG","SR",5,25,NA,NA,NA
"SierraPlata",1,3,"SPY1.3.6",1,1,3,0,2012,"HG","LR",5,25,NA,NA,NA
"SierraPlata",1,3,"SPY1.3.8",0,NA,NA,1,2012,"HG","J",5,25,0,NA,NA
"SierraPlata",1,3,"SPY1.3.13",0,NA,NA,0,2012,"HG","SR",5,25,NA,NA,NA
"SierraPlata",1,4,"SPY1.4.1",0,NA,NA,1,2012,"HG","SR",1,1,NA,1,NA
"SierraPlata",1,5,"SPY1.5.3",1,1,6,0,2012,"HG","SR",1,1,NA,NA,NA
"SierraPlata",1,7,"SPY1.7.1",1,1,1,0,2012,"HG","SR",5,25,NA,NA,NA
"SierraPlata",1,7,"SPY1.7.3",1,1,4,0,2012,"HG","LR",5,25,NA,NA,NA
"SierraPlata",1,7,"SPY1.7.4",1,1,3,0,2012,"HG","LR",5,25,NA,NA,NA
"SierraPlata",1,7,"SPY1.7.8",0,NA,NA,0,2012,"HG","SR",5,25,NA,NA,NA
"SierraPlata",1,7,"SPY1.7.9",1,1,1,0,2012,"HG","SR",5,25,NA,NA,NA
"SierraPlata",1,9,"SPY1.9.1",1,1,2,0,2012,"HG","SR",1,1,NA,NA,NA
"SierraPlata",2,1,"SPY2.1.3",0,NA,NA,0,2012,"HG","SR",1,1,NA,NA,NA
"SierraPlata",2,2,"SPY2.2.7",0,NA,NA,1,2012,"HG","SR",1,1,NA,0,NA
"SierraPlata",2,3,"SPY2.3.2",0,NA,NA,0,2012,"HG","SR",2,4,NA,NA,NA
"SierraPlata",2,3,"SPY2.3.8",1,1,2,0,2012,"HG","SR",2,4,NA,NA,NA
"SierraPlata",2,4,"SPY2.4.3",0,NA,NA,0,2012,"HG","SR",4,16,NA,NA,NA
"SierraPlata",2,4,"SPY2.4.4",0,NA,NA,0,2012,"HG","SR",4,16,NA,NA,NA
"SierraPlata",2,4,"SPY2.4.5",0,NA,NA,0,2012,"HG","SR",4,16,NA,NA,NA
"SierraPlata",2,4,"SPY2.4.6",1,1,3,0,2012,"HG","SR",4,16,NA,NA,NA
"SierraPlata",2,8,"SPY2.8.1",0,NA,NA,0,2012,"HG","LR",3,9,NA,NA,NA
"SierraPlata",2,8,"SPY2.8.3",0,NA,NA,0,2012,"HG","SR",3,9,NA,NA,NA
"SierraPlata",2,8,"SPY2.8.4",1,1,4,1,2012,"HG","SR",3,9,NA,0,NA
"SierraPlata",2,9,"SPY2.9.2",0,NA,NA,1,2012,"HG","SR",8,64,NA,1,NA
"SierraPlata",2,9,"SPY2.9.6",0,NA,NA,0,2012,"HG","SR",8,64,NA,NA,NA
"SierraPlata",2,9,"SPY2.9.7",0,NA,NA,0,2012,"HG","SR",8,64,NA,NA,NA
"SierraPlata",2,9,"SPY2.9.9",0,NA,NA,0,2012,"HG","SR",8,64,NA,NA,NA
"SierraPlata",2,9,"SPY2.9.13",1,1,2,1,2012,"HG","SR",8,64,NA,1,NA
"SierraPlata",2,9,"SPY2.9.17",0,NA,NA,1,2012,"HG","SR",8,64,NA,0,NA
"SierraPlata",2,9,"SPY2.9.18",0,NA,NA,1,2012,"HG","SR",8,64,NA,0,NA
"SierraPlata",2,9,"SPY2.9.19",0,NA,NA,0,2012,"HG","J",8,64,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.3",0,NA,NA,0,2012,"HG","LR",12,144,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.4",1,1,8,1,2012,"HG","LR",12,144,NA,NA,0
"SierraPlata",2,10,"SPY2.10.5",0,NA,NA,0,2012,"HG","SR",12,144,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.6",0,NA,NA,0,2012,"HG","SR",12,144,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.7",0,NA,NA,0,2012,"HG","J",12,144,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.12",0,NA,NA,0,2012,"HG","SR",12,144,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.16",0,NA,NA,0,2012,"HG","SR",12,144,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.18",0,NA,NA,0,2012,"HG","SR",12,144,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.19",0,NA,NA,0,2012,"HG","SR",12,144,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.26",0,NA,NA,0,2012,"HG","SR",12,144,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.27",1,1,5,0,2012,"HG","LR",12,144,NA,NA,NA
"SierraPlata",2,10,"SPY2.10.29",1,1,6,1,2012,"HG","LR",12,144,NA,NA,1
"SierraPlata",3,1,"SPY3.1.1",1,3,4,1,2012,"HG","LR",3,9,NA,NA,0
"SierraPlata",3,1,"SPY3.1.2",0,NA,NA,0,2012,"HG","LR",3,9,NA,NA,NA
"SierraPlata",3,1,"SPY3.1.3",0,NA,NA,0,2012,"HG","LR",3,9,NA,NA,NA
"SierraPlata",3,3,"SPY3.3.2",0,NA,NA,0,2012,"HG","SR",1,1,NA,NA,NA
"SierraPlata",3,4,"SPY3.4.2",0,NA,NA,0,2012,"HG","SR",2,4,NA,NA,NA
"SierraPlata",3,4,"SPY3.4.3",0,NA,NA,0,2012,"HG","SR",2,4,NA,NA,NA
"SierraPlata",3,6,"SPY3.6.2",0,NA,NA,0,2012,"HG","SR",1,1,NA,NA,NA
"SierraPlata",3,9,"SPY3.9.1",0,NA,NA,1,2012,"HG","SR",8,64,NA,1,NA
"SierraPlata",3,9,"SPY3.9.2",1,1,4,1,2012,"HG","SR",8,64,NA,1,NA
"SierraPlata",3,9,"SPY3.9.4",0,NA,NA,0,2012,"HG","SR",8,64,NA,NA,NA
"SierraPlata",3,9,"SPY3.9.6",0,NA,NA,0,2012,"HG","SR",8,64,NA,NA,NA
"SierraPlata",3,9,"SPY3.9.7",0,NA,NA,0,2012,"HG","SR",8,64,NA,NA,NA
"SierraPlata",3,9,"SPY3.9.8",0,NA,NA,0,2012,"HG","SR",8,64,NA,NA,NA
"SierraPlata",3,9,"SPY3.9.10",1,1,3,1,2012,"HG","SR",8,64,NA,0,NA
"SierraPlata",3,9,"SPY3.9.13",0,NA,NA,0,2012,"HG","J",8,64,NA,NA,NA
"SierraPlata",3,10,"SPY3.10.2",0,NA,NA,0,2012,"HG","SR",3,9,NA,NA,NA
"SierraPlata",3,10,"SPY3.10.4",0,NA,NA,0,2012,"HG","SR",3,9,NA,NA,NA
"SierraPlata",3,10,"SPY3.10.5",0,NA,NA,0,2012,"HG","SR",3,9,NA,NA,NA
"SierraPlata",4,1,"SPY4.1.1",1,1,6,0,2012,"HG","LR",4,16,NA,NA,NA
"SierraPlata",4,1,"SPY4.1.4",1,1,0,0,2012,"HG","LR",4,16,NA,NA,NA
"SierraPlata",4,1,"SPY4.1.5",0,NA,NA,0,2012,"HG","LR",4,16,NA,NA,NA
"SierraPlata",4,1,"SPY4.1.6",0,NA,NA,0,2012,"HG","SD",4,16,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.5",1,1,0,0,2012,"HG","LR",12,144,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.7",1,2,0,1,2012,"HG","LR",12,144,NA,NA,0
"SierraPlata",4,2,"SPY4.2.8",1,1,0,0,2012,"HG","LR",12,144,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.10",0,NA,NA,0,2012,"HG","SD",12,144,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.11",0,NA,NA,0,2012,"HG","SD",12,144,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.12",0,NA,NA,1,2012,"HG","SD",12,144,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.13",0,NA,NA,1,2012,"HG","SD",12,144,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.14",0,NA,NA,1,2012,"HG","SD",12,144,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.15",0,NA,NA,1,2012,"HG","SD",12,144,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.16",0,NA,NA,1,2012,"HG","SD",12,144,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.17",0,NA,NA,0,2012,"HG","SD",12,144,NA,NA,NA
"SierraPlata",4,2,"SPY4.2.18",0,NA,NA,0,2012,"HG","SD",12,144,NA,NA,NA
"SierraPlata",4,3,"SPY4.3.1",1,2,0,1,2012,"HG","LR",2,4,NA,NA,0
"SierraPlata",4,3,"SPY4.3.3",0,NA,NA,1,2012,"HG","SD",2,4,NA,NA,NA
"SierraPlata",4,5,"SPY4.5.1",1,2,0,1,2012,"HG","LR",5,25,NA,NA,0
"SierraPlata",4,5,"SPY4.5.2",1,1,0,0,2012,"HG","SR",5,25,NA,NA,NA
"SierraPlata",4,5,"SPY4.5.3",0,NA,NA,0,2012,"HG","SR",5,25,NA,NA,NA
"SierraPlata",4,5,"SPY4.5.4",0,NA,NA,1,2012,"HG","LR",5,25,NA,NA,1
"SierraPlata",4,5,"SPY4.5.5",0,NA,NA,1,2012,"HG","J",5,25,0,NA,NA
"SierraPlata",4,6,"SPY4.6.1",1,2,0,0,2012,"HG","LR",12,144,NA,NA,NA
"SierraPlata",4,6,"SPY4.6.2",1,1,0,0,2012,"HG","SR",12,144,NA,NA,NA
"SierraPlata",4,6,"SPY4.6.3",1,1,0,0,2012,"HG","LR",12,144,NA,NA,NA
"SierraPlata",4,6,"SPY4.6.4",0,NA,NA,0,2012,"HG","LR",12,144,NA,NA,NA
"SierraPlata",4,6,"SPY4.6.5",1,2,0,0,2012,"HG","LR",12,144,NA,NA,0
"SierraPlata",4,6,"SPY4.6.6",1,1,5,0,2012,"HG","LR",12,144,NA,NA,NA
"SierraPlata",4,6,"SPY4.6.7",1,1,7,0,2012,"HG","LR",12,144,NA,NA,NA
"SierraPlata",4,6,"SPY4.6.8",1,1,0,0,2012,"HG","LR",12,144,NA,NA,NA
"SierraPlata",4,6,"SPY4.6.9",1,1,7,1,2012,"HG","LR",12,144,NA,NA,0
"SierraPlata",4,6,"SPY4.6.11",0,NA,NA,0,2012,"HG","J",12,144,NA,NA,NA
"SierraPlata",4,6,"SPY4.6.12",0,NA,NA,0,2012,"HG","SR",12,144,NA,NA,NA
"SierraPlata",4,6,"SPY4.6.13",0,NA,NA,0,2012,"HG","J",12,144,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.1",1,1,0,0,2012,"HG","SR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.2",0,NA,NA,0,2012,"HG","SR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.3",0,NA,NA,0,2012,"HG","J",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.4",0,NA,NA,0,2012,"HG","J",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.5",0,NA,NA,0,2012,"HG","SR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.6",1,1,0,0,2012,"HG","SR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.7",0,NA,NA,0,2012,"HG","LR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.8",0,NA,NA,0,2012,"HG","SR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.9",1,2,0,0,2012,"HG","LR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.11",0,NA,NA,0,2012,"HG","J",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.12",0,NA,NA,0,2012,"HG","J",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.13",0,NA,NA,0,2012,"HG","J",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.15",1,1,0,0,2012,"HG","SR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.16",0,NA,NA,0,2012,"HG","J",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.17",0,NA,NA,0,2012,"HG","SR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.20",1,1,0,0,2012,"HG","SR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.21",0,NA,NA,0,2012,"HG","SR",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.24",0,NA,NA,1,2012,"HG","SR",20,400,NA,0,NA
"SierraPlata",4,7,"SPY4.7.25",0,NA,NA,0,2012,"HG","J",20,400,NA,NA,NA
"SierraPlata",4,7,"SPY4.7.26",0,NA,NA,0,2012,"HG","J",20,400,NA,NA,NA
"SierraPlata",4,8,"SPY4.8.1",0,NA,NA,0,2012,"HG","SR",6,36,NA,NA,NA
"SierraPlata",4,8,"SPY4.8.2",1,1,0,0,2012,"HG","LR",6,36,NA,NA,NA
"SierraPlata",4,8,"SPY4.8.3",1,1,6,0,2012,"HG","SR",6,36,NA,NA,NA
"SierraPlata",4,8,"SPY4.8.4",0,NA,NA,0,2012,"HG","SR",6,36,NA,NA,NA
"SierraPlata",4,8,"SPY4.8.5",0,NA,NA,0,2012,"HG","LR",6,36,NA,NA,NA
"SierraPlata",4,8,"SPY4.8.6",0,NA,NA,0,2012,"HG","LR",6,36,NA,NA,NA
"SierraPlata",4,9,"SPY4.9.1",0,NA,NA,0,2012,"HG","SR",9,81,NA,NA,NA
"SierraPlata",4,9,"SPY4.9.2",0,NA,NA,0,2012,"HG","SR",9,81,NA,NA,NA
"SierraPlata",4,9,"SPY4.9.4",0,NA,NA,0,2012,"HG","SR",9,81,NA,NA,NA
"SierraPlata",4,9,"SPY4.9.6",0,NA,NA,1,2012,"HG","SR",9,81,NA,0,NA
"SierraPlata",4,9,"SPY4.9.7",1,1,6,0,2012,"HG","SR",9,81,NA,NA,NA
"SierraPlata",4,9,"SPY4.9.9",0,NA,NA,0,2012,"HG","SR",9,81,NA,NA,NA
"SierraPlata",4,9,"SPY4.9.10",0,NA,NA,0,2012,"HG","SR",9,81,NA,NA,NA
"SierraPlata",4,9,"SPY4.9.11",0,NA,NA,0,2012,"HG","LR",9,81,NA,NA,NA
"SierraPlata",4,9,"SPY4.9.13",0,NA,NA,0,2012,"HG","SD",9,81,NA,NA,NA
"SierraPlata",4,10,"SPY4.10.1",1,1,0,1,2012,"HG","SR",6,36,NA,0,NA
"SierraPlata",4,10,"SPY4.10.2",1,1,0,0,2012,"HG","SR",6,36,NA,NA,NA
"SierraPlata",4,10,"SPY4.10.5",0,NA,NA,0,2012,"HG","SR",6,36,NA,NA,NA
"SierraPlata",4,10,"SPY4.10.6",0,NA,NA,0,2012,"HG","SR",6,36,NA,NA,NA
"SierraPlata",4,10,"SPY4.10.7",1,1,0,0,2012,"HG","SR",6,36,NA,NA,NA
"SierraPlata",4,10,"SPY4.10.9",0,NA,NA,0,2012,"HG","SR",6,36,NA,NA,NA
"SierraCarbonera",2,7,"CM2.7.1",1,1,4,1,2013,"LG","LR",1,1,NA,NA,0
"SierraCarbonera",2,8,"CM2.8.2",1,2,5,1,2013,"LG","LR",1,1,NA,NA,0
"SierraCarbonera",3,1,"CM3.1.6",1,1,4,1,2013,"LG","LR",6,36,NA,NA,0
"SierraCarbonera",3,1,"CM3.1.7",1,1,3,0,2013,"LG","SR",6,36,NA,NA,NA
"SierraCarbonera",3,1,"CM3.1.8",1,1,2,1,2013,"LG","SR",6,36,NA,0,NA
"SierraCarbonera",3,1,"CM3.1.9",1,1,1,1,2013,"LG","SR",6,36,NA,0,NA
"SierraCarbonera",3,1,"CM3.1.10",1,1,4,1,2013,"LG","SR",6,36,NA,1,NA
"SierraCarbonera",3,1,"CM3.1.11",1,1,3,1,2013,"LG","SR",6,36,NA,1,NA
"SierraCarbonera",3,9,"CM3.9.2",1,2,4,1,2013,"LG","LR",1,1,NA,NA,0
"SierraCarbonera",3,10,"CM3.10.6",1,2,4,0,2013,"LG","LR",1,1,NA,NA,NA
"SierraCarbonera",4,1,"CM4.1.2",0,NA,NA,1,2013,"LG","SD",2,4,NA,NA,NA
"SierraCarbonera",4,1,"CM4.1.3",0,NA,NA,0,2013,"LG","SD",2,4,NA,NA,NA
"SierraCarbonera",4,2,"CM4.2.8",1,1,1,0,2013,"LG","SR",1,1,NA,NA,NA
"SierraCarbonera",4,3,"CM4.3.8",1,2,3,1,2013,"LG","LR",2,4,NA,NA,0
"SierraCarbonera",4,3,"CM4.3.11",0,NA,NA,0,2013,"LG","SD",2,4,NA,NA,NA
"Retin",1,1,"RO1.1.4",0,NA,NA,0,2013,"HG","SD",1,1,NA,NA,NA
"Retin",1,5,"RO1.5.1",0,NA,NA,1,2013,"HG","SD",1,1,NA,NA,NA
"Retin",1,6,"RO1.6.45",0,NA,NA,0,2013,"HG","SD",3,9,NA,NA,NA
"Retin",1,6,"RO1.6.46",0,NA,NA,0,2013,"HG","SD",3,9,NA,NA,NA
"Retin",1,6,"RO1.6.47",0,NA,NA,0,2013,"HG","SD",3,9,NA,NA,NA
"Retin",1,7,"RO1.7.16",0,NA,NA,1,2013,"HG","J",21,441,0,NA,NA
"Retin",1,7,"RO1.7.17",0,NA,NA,0,2013,"HG","J",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.18",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.19",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.20",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.21",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.22",0,NA,NA,0,2013,"HG","J",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.23",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.24",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.25",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.26",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.27",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.28",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.29",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.30",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.31",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.32",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.33",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.34",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.35",0,NA,NA,0,2013,"HG","J",21,441,NA,NA,NA
"Retin",1,7,"RO1.7.36",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.6",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.7",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.8",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.9",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.10",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.11",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.12",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.13",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.14",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.15",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.16",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.17",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.18",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.19",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.20",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.21",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.22",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.23",0,NA,NA,0,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.24",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.25",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,9,"RO1.9.26",0,NA,NA,1,2013,"HG","SD",21,441,NA,NA,NA
"Retin",1,10,"RO1.10.1",0,NA,NA,0,2013,"HG","SD",3,9,NA,NA,NA
"Retin",1,10,"RO1.10.2",0,NA,NA,0,2013,"HG","SD",3,9,NA,NA,NA
"Retin",1,10,"RO1.10.3",0,NA,NA,0,2013,"HG","J",3,9,NA,NA,NA
"Retin",2,6,"RO2.6.1",0,NA,NA,0,2013,"HG","J",1,1,NA,NA,NA
"Retin",2,7,"RO2.7.12",0,NA,NA,1,2013,"HG","SR",1,1,NA,1,NA
"Retin",2,8,"RO2.8.2",0,NA,NA,0,2013,"HG","SD",4,16,NA,NA,NA
"Retin",2,8,"RO2.8.3",0,NA,NA,1,2013,"HG","J",4,16,0,NA,NA
"Retin",2,8,"RO2.8.4",0,NA,NA,1,2013,"HG","SD",4,16,NA,NA,NA
"Retin",2,8,"RO2.8.5",0,NA,NA,1,2013,"HG","SD",4,16,NA,NA,NA
"Retin",3,1,"RO3.1.3",0,NA,NA,0,2013,"HG","SR",3,9,NA,NA,NA
"Retin",3,1,"RO3.1.6",0,NA,NA,1,2013,"HG","J",3,9,1,NA,NA
"Retin",3,1,"RO3.1.7",0,NA,NA,0,2013,"HG","SD",3,9,NA,NA,NA
"Retin",3,2,"RO3.2.2",0,NA,NA,0,2013,"HG","SD",3,9,NA,NA,NA
"Retin",3,2,"RO3.2.3",0,NA,NA,0,2013,"HG","SD",3,9,NA,NA,NA
"Retin",3,2,"RO3.2.4",0,NA,NA,1,2013,"HG","J",3,9,0,NA,NA
"Retin",3,3,"RO3.3.21",0,NA,NA,0,2013,"HG","J",1,1,NA,NA,NA
"Retin",3,4,"RO3.4.18",0,NA,NA,1,2013,"HG","J",3,9,0,NA,NA
"Retin",3,4,"RO3.4.19",0,NA,NA,1,2013,"HG","J",3,9,0,NA,NA
"Retin",3,4,"RO3.4.20",0,NA,NA,1,2013,"HG","SD",3,9,NA,NA,NA
"Retin",3,5,"RO3.5.28",0,NA,NA,0,2013,"HG","SD",2,4,NA,NA,NA
"Retin",3,5,"RO3.5.29",0,NA,NA,0,2013,"HG","SD",2,4,NA,NA,NA
"Retin",3,6,"RO3.6.11",0,NA,NA,0,2013,"HG","J",2,4,NA,NA,NA
"Retin",3,6,"RO3.6.12",0,NA,NA,1,2013,"HG","J",2,4,1,NA,NA
"Retin",3,8,"RO3.8.3",0,NA,NA,0,2013,"HG","SR",34,1156,NA,1,NA
"Retin",3,8,"RO3.8.9",NA,NA,NA,0,2013,"HG","SR",34,1156,NA,1,NA
"Retin",3,8,"RO3.8.21",0,NA,NA,1,2013,"HG","J",34,1156,0,NA,NA
